title,genres,keywords,director,cast,budget,revenue,popularity,vote_average,runtime,production_companies,year,month,overview,cast_revenue,director_revenue
The Act of Killing,['Documentary'],"['corruption', 'war', 'indonesia']",Joshua Oppenheimer,"['Anwar Congo', 'Herman Koto', 'Syamsul Arifin', 'Ibrahim Sinik', 'Yapto Soerjosoemarno', 'Safit Pardede', 'Jusuf Kalla', 'Adi Zulkadry', 'Haji Anif', 'Sakhyan Asmara']",1000000,444575,8.887411,7.5,115.0,"['Spring Films', 'Final Cut for Real', 'Piraya Film A/S', 'Novaya Zemlya']",2012,8.0,"In a place where killers are celebrated as heroes, these filmmakers challenge unrepentant death-squad leaders to dramatize their role in genocide. The result is a surreal, cinematic journey, not only into the memories and imaginations of mass murderers, but also into a frighteningly banal regime of corruption and impunity.",444575.0,444575.0
Taxi to the Dark Side,['Documentary'],"['taxi', 'afghanistan', 'guantanamo bay', 'torture chamber']",Alex Gibney,"['Brian Keith Allen', 'Moazzam Begg', 'Christopher Beiring', 'Alex Gibney']",1000000,274661,0.748565,6.6,106.0,['Jigsaw Productions'],2007,4.0,"An in-depth look at the torture practices of the United States in Afghanistan, Iraq and Guantanamo Bay, focusing on an innocent taxi driver in Afghanistan who was tortured and killed in 2002",133369849.0,274661.0
L!fe Happens,['Comedy'],"['baby', 'roommate', 'friendship', 'single', 'los angeles', 'dating', 'pregnancy', 'woman director']",Kat Coiro,"['Krysten Ritter', 'Kate Bosworth', 'Rachel Bilson', 'Geoff Stults', 'Justin Kirk', 'Fallon Goodson', 'Andrea Savage', 'Kristen Johnston', 'Rhys Coiro', 'Seymour Cassel', 'Louis Silvers', 'Jason Biggs', 'Marguerite Moreau', 'Colin Egglesfield', 'Ivan Shaw', 'Lauren Conrad Tell', 'Katie Morgan', 'Nic Novicki', 'Merrin Dungey', 'Laura Silverman', 'Abby Brammell', 'Jenny Mollen', 'Bruce Robert Cole', 'Milana Vayntrub', 'Devan Leos']",930000,30905,5.974156,5.3,100.0,"['Stardust Pictures', 'Dot Dot Dot Productions']",2011,6.0,"A comedy centered on two best friends, Kim and Deena, who fight to maintain normalcy in their lives after Kim gets pregnant and has a baby.",68166659.66666667,30905.0
"4 Months, 3 Weeks and 2 Days",['Drama'],"['rape', 'hotel room', 'totalitarian regime', 'cohabitant', 'female friendship', 'dormitory', 'best friend', 'contraception', 'romanian new wave']",Cristian Mungiu,"['Anamaria Marinca', 'Laura Vasiliu', 'Vlad Ivanov', 'Alexandru Potocean', 'Luminița Gheorghiu', 'Adi Carauleanu', 'Liliana Mocanu', 'Doru Ana', 'Ion Sapdaru', 'Cerasela Iosifescu', 'Tania Popa', 'Teodor Corban', 'Eugenia Bosânceanu', 'Marioara Sterian', 'Georgeta Paduraru Burdujan', 'Geo Dobre', 'Mădălina Ghițescu', 'Catalina Harabagiu', 'Sanziana Tarta', 'Adina Cristescu', 'Constantin Bojog']",852510,1185783,9.270133,7.3,113.0,"['Saga Film', 'Mobra Films', 'Mindshare Media', 'Centrul National al Cinematografiei (CNC)', 'McCann-Erickson', 'Televiziunea Romana (TVR1)', 'Hubert Bals Fund of the Rotterdam Festival, The']",2007,8.0,"Gabita is pregnant, abortion is strictly forbidden in Romania during the communist regime. Despite this it is common practice and Gabita wants an abortion. The movie follows her and her friend Otilia during the day she has made the appointment with Mr. Bebe to have the abortion.",106501844.5,1185783.0
Hard Candy,"['Drama', 'Thriller']","['suicide', 'rape', 'age difference', 'photographer', 'ice', 'shower', 'menace', 'lie', 'pedophilia', 'manipulation', 'bedroom', 'sadism', 'electric shock', 'coffee shop', 'castration', 'insanity', 'vigilante', 'sociopath', 'deception', 'neighbor', 'teenage girl', 'crying', 'torture', 'sadist', 'pedophile', 'cruelty', 'older man younger woman relationship', 'one day', 'justice', 'drinking', 'rooftop', 'held captive', 'mental illness', 'threat', 'sexual torture', 'screaming', 'electrical torture', 'childhood sexual abuse', 'photo studio', 'verbal abuse']",David Slade,"['Patrick Wilson', 'Ellen Page', 'Sandra Oh', 'Odessa Rae', 'G.J. Echternkamp']",950000,7022209,25.918007,6.8,103.0,['Vulcan Productions Inc.'],2005,1.0,"A mature 14-year old girl meets a charming 32-year old photographer on the Internet. Suspecting that he is a pedophile, she goes to his home in an attempt to expose him.",105515451.61538461,260339843.0
The Quiet,"['Drama', 'Thriller']","['depression', 'christmas party', 'deaf-mute', 'daughter', 'high school sports', 'blood splatter', 'independent film', 'mother daughter relationship', 'incest', 'woman director']",Jamie Babbit,"['Elisha Cuthbert', 'Camilla Belle', 'Edie Falco', 'Martin Donovan', 'Shawn Ashmore', 'Katy Mixon', 'David Gallagher', 'Maria Cash', 'Jo Baker', 'Steve Uzzell', 'Ken Thomas', 'Rudy Costa', 'Myrna Cabello', 'Diane Quest', 'Quita Culpepper', 'Sharon Ploeger', 'Jamie Levels', 'Laura E. Johnston', 'Michelle Brew', 'Shannon Woodward']",900000,381420,4.0971,6.1,96.0,['Destination Films'],2005,9.0,"After her widowed father dies, deaf teenager Dot moves in with her godparents, Olivia and Paul Deer. The Deers' daughter, Nina, is openly hostile to Dot, but that does not prevent her from telling her secrets to her silent stepsister, including the fact that she wants to kill her lecherous father.",86309167.8,381420.0
Latter Days,"['Drama', 'Comedy', 'Romance']","['gay', 'coming out', 'religion', 'mormon']",C. Jay Cox,"['Steve Sandvoss', 'Wes Ramsey', 'Jacqueline Bisset', 'Joseph Gordon-Levitt', 'Rebekah Johnson', 'Mary Kay Place', 'Erik Palladino', 'Amber Benson', 'Khary Payton', 'Rob McElhenney', 'Dave Power']",850000,819939,5.424916,6.7,107.0,['TLA Releasing'],2003,7.0,Aaron Davis (Steve Sandvoss) and Christian Markelli (Wes Ramsey) are the two most opposite people in the world. Aaron is a young Elder (or a Mormon missionary) who wants to do his family proud and is quite passionate about his religion and film. Christian is a shallow WeHo waiter/party boy who only looks forward to bedding a new guy every night.,819939.0,819939.0
"For a Good Time, Call...",['Comedy'],"['crude humor', 'best friend', 'phone sex', 'innuendo', 'dirty joke']",Jamie Travis,"['Ari Graynor', 'Lauren Miller', 'Mark Webber', 'Justin Long', 'Mimi Rogers', 'James Wolk', 'Nia Vardalos', 'Sugar Lyn Beard', 'Don McManus', 'Seth Rogen', 'Ken Marino', 'Steven Shaw', 'Kevin Smith', 'Veronika Dash']",850000,1243961,14.238376,5.8,85.0,['AdScott Pictures'],2012,8.0,"College ""frenemies"" Lauren and Katie move in together after losing a relationship and rent control, respectively. Sharing Katie's late grandmother's apartment in New York City, the girls bicker with each other until one fateful night, when Katie's noisy bedroom activities make Lauren barge in and discover a dirty little secret. This revelation brings them closer together, and Lauren (the brains) and Katie (the talent) concoct a wildly successful business venture. As profits swell, the girls reevaluate their hopes and dreams and realize that just because someone pees in your hair in college doesn't mean she won't be your best friend 10 years later.",44335260.428571425,1243961.0
Dead Snow,"['Horror', 'Comedy']","['norway', 'undead', 'zombie', 'wintry']",Tommy Wirkola,"['Charlotte Frogner', 'Stig Frode Henriksen', 'Vegar Hoel', 'Jeppe Beck Laursen', 'Evy Kasseth Røsten', 'Lasse Valdal', 'Jenny Skavlan', 'Bjørn Sundquist', 'Ane Dahl Torp', 'Ørjan Gamst']",800000,1984662,11.205726,6.1,91.0,"['Euforia Film', 'FilmCamp', 'Miho Film', 'Barentsfilm', 'Yellow Bastard Production', 'News On Request (NOR)', 'Zwart Arbeid']",2009,1.0,Eight medical students on a ski trip to Norway discover that Hitler's horrors live on when they come face to face with a battalion of zombie Nazi soldiers intent on devouring anyone unfortunate enough to wander into the remote mountains where they were once sent to die.,1984662.0,113394068.5
Safety Not Guaranteed,"['Comedy', 'Romance', 'Science Fiction', 'Drama']",['time travel'],Colin Trevorrow,"['Aubrey Plaza', 'Mark Duplass', 'Jake Johnson', 'Karan Soni', 'Jenica Bergere', 'Kristen Bell', 'Jeff Garlin', 'Mary Lynn Rajskub', 'William Hall Jr.', 'Tony Doupe', 'Xola Malik', 'Kimberly Durham', 'Grace Arends', 'Scott Swan', 'Basil Harris', 'Tom Ricciardelli', 'Lynn Shelton', 'Eli Borozan', 'Alice Hung']",750000,4007792,25.186002,6.8,85.0,"['Duplass Brothers Productions', 'Big Beach Films']",2012,6.0,Three magazine employees head out on an assignment to interview a guy who placed a classified ad seeking a companion for time travel.,172051433.0,758768301.0
Kill List,"['Horror', 'Thriller', 'Crime']","['hotel', 'wife husband relationship', 'hitman', 'infection', 'forest', 'cult', 'priest', 'murderer', 'brutality', 'bonfire', 'ceremony', 'ex soldier', 'ritual sacrifice', 'contract killer', 'video tape', 'folk horror', 'mumblegore']",Ben Wheatley,"['Neil Maskell', 'MyAnna Buring', 'Harry Simpson', 'Michael Smiley', 'Struan Rodger', 'Emma Fryer', 'Esme Folley', 'Ben Crompton', 'Gemma Lise Thornton', 'Robin Hill', 'Zoe Thomas', 'Gareth Tunley', 'Jamelle Ola', 'Mark Kempner', 'Damien Thomas', 'Robert Hill', 'Sara Dee', 'Alice Lowe', 'Steve Oram']",500000,171760,12.203041,6.0,95.0,"['Rook Films', 'Warp X']",2011,9.0,"Nearly a year after a botched job, a hitman takes a new assignment with the promise of a big payoff for three killings. What starts off as an easy task soon unravels, sending the killer into the heart of darkness.",42046979.75,171760.0
The Innkeepers,"['Horror', 'Thriller']","['anti terror', 'terror', 'beer', 'supernatural', 'towel', 'inn', 'phone', 'whispering', 'casa encantada', 'mumblegore']",Ti West,"['Sara Paxton', 'Pat Healy', 'Kelly McGillis', 'George Riddle', 'Lena Dunham', 'Alison Bartlett', 'Brenda Cooney', 'John Speredakos']",750000,78396,14.386807,5.4,102.0,"['Glass Eye Pix', 'Dark Sky Films']",2011,12.0,"During the final days at the Yankee Pedlar Inn, two employees determined to reveal the hotel's haunted past begin to experience disturbing events as old guests check in for a stay.",17570874.5,78396.0
Half Nelson,['Drama'],"['date', 'ex-girlfriend', 'bicycle', 'crack', 'independent film']",Ryan Fleck,"['Ryan Gosling', 'Jeff Lima', 'Shareeka Epps', 'Nathan Corbett', 'Tyra Kwao-Vovo', 'Rosemary Ledee', 'Tristan Mack Wilds', 'Bryce Silver', 'Kaela C. Pabon', 'Erica Rivera', 'Stephanie Bast', 'Eleanor Hutchins', 'Sebastian Sozzi', 'Tina Holmes', 'Karen Chilton', 'Anthony Mackie', 'Monique Gabriela Curnen', 'Collins Pennie', 'Deborah Rush', 'Jay O. Sanders', 'Nicole Vicius', ""Denis O'Hare"", 'Adepero Oduye']",700000,4911725,12.378031,6.5,107.0,"['Thinkfilm', 'Hunting Lane Films', 'Journeyman Pictures', 'Original Media', 'Silverwood Films', 'Traction Media']",2006,8.0,"Despite his dedication to the junior-high students who fill his classroom, idealistic teacher Dan Dunne leads a secret life of addiction that the majority of his students will never know. But things change when a troubled student Drey makes a startling discovery of his secret life, causing a tenuous bond between the two that could either end disastrously or provide a catalyst of hope.",65963007.071428575,5701482.5
Fireproof,['Drama'],"['father son relationship', 'fire', 'firemen', 'christian', 'advice', 'marriage', 'faith', 'christian film', 'dysfunctional marriage', 'religious conversion', 'hospital']",Alex Kendrick,"['Kirk Cameron', 'Erin Bethea', 'Ken Bevel', 'Stephen Dervan', 'Eric Young', 'Jason McLeod', 'Harris Malcom', 'Phyllis Malcom', 'Perry Revell', 'Stephanie Makulinski', 'Renata Williams', 'Dwan Williams', 'Amberly Marquard', 'Joy Joiner', 'Danielle Brooks']",500000,33456317,6.093989,7.0,122.0,"['Carmel Entertainment', 'Provident Films', 'Samuel Goldwyn Films', 'Affirm Films', 'Sherwood Pictures']",2008,9.0,"In Albany, the marriage of Caleb end Catherine Holt is in crisis and they decide to divorce. However, Caleb's father, John, proposes that his son delays their separation process for forty days and follow a procedure called ""The Love Dare"" to make them love each other again.",33456317.0,26052289.666666668
Open Water,"['Drama', 'Thriller']","['diving', 'cataclysm', 'nightmare', 'panic', 'red sea', 'primal fear', 'scuba diving', 'shark', 'scuba']",Chris Kentis,"['Blanchard Ryan', 'Daniel Travis', 'Saul Stein', 'Michael E. Williamson', 'Christina Zenato', 'John Charles']",130000,54667954,15.611857,5.4,79.0,['Plunge Pictures LLC'],2004,8.0,"Two divers are left out at sea without a boat. There’s nothing but water for miles, unless they look at what’s underneath them...",77860985.0,33884813.0
The Station Agent,"['Drama', 'Comedy']","['train station', 'new jersey', 'small person', 'friendship', 'newfoundland']",Tom McCarthy,"['Peter Dinklage', 'Patricia Clarkson', 'Bobby Cannavale', 'Michelle Williams', 'Raven Goodwin', 'Josh Pais', 'John Slattery', 'Jayce Bartok', 'Joe Lo Truglio', 'Paul Benjamin', 'Jase Blankfort', 'Paula Garcés', 'Richard Kind', 'Lynn Cohen', 'Marla Sucharetza']",500000,8679814,11.578545,7.4,88.0,"['Next Wednesday Productions', 'SenArt Films']",2003,1.0,"When his only friend dies, a man born with dwarfism moves to rural New Jersey to live a life of solitude, only to meet a chatty hot dog vendor and a woman dealing with her own personal loss.",309138884.5,48513143.5
Mean Creek,"['Crime', 'Drama']","['suicide', 'alcohol', 'secret', 'birthday', 'lake', 'oregon', 'brother', 'party', 'love', 'friends', 'prank', 'bully', 'drug', 'gay man', 'naked', 'invite', 'dare']",Jacob Aaron Estes,"['Rory Culkin', 'Scott Mechlowicz', 'Trevor Morgan', 'Josh Peck', 'Ryan Kelley', 'Carly Schroeder', 'Branden Williams']",500000,603943,8.519202,6.9,90.0,['Whitewater Films'],2004,1.0,"Teenagers living in small-town Oregon take a boat trip for a birthday celebration. When they get an idea to play a mean trick on the town bully, it suddenly goes too far. Soon they're forced to deal with the unexpected consequences of their actions.",102324176.6,603943.0
Rubber,"['Comedy', 'Drama', 'Fantasy', 'Horror', 'Mystery']","['exploding building', 'duringcreditsstinger']",Quentin Dupieux,"['Thomas F. Duffy', 'David Bowe', 'Stephen Spinella', 'Roxane Mesquida', 'Jack Plotnick', 'Wings Hauser', 'Ethan Cohn', 'Charley Koontz', 'Daniel Quinn', 'Devin Brochu', 'Hayley Holmes', 'Haley Ramm', 'Cecelia Antoinette', 'Remy Thorne', ""Tara Jean O'Brien"", 'Pete Dicecco', 'James Parks', 'Courtenay Taylor', 'Blake Robbins', 'Michael Ross', 'Gaspard Augé', 'Pedro Winter']",500000,98017,9.108949,5.7,85.0,"['Canal+', 'Backup Films', 'Arte France', 'Arte France Cinéma', 'Elle Driver', '1.85 Films', 'Realitism Films', 'Sindika Dokolo']",2010,7.0,"In the California desert, the adventures of a telepathic killer-tire, mysteriously attracted by a very pretty girl, as witnessed by incredulous onlookers.",98017.0,98017.0
Monsters,"['Drama', 'Thriller', 'Science Fiction']","['monster', 'pyramid', 'radio', 'dystopia', 'infection', 'forest', 'low-budget', 'alien', 'alien invasion', 'central america', 'vigil', 'cattle', 'dead fish']",Gareth Edwards,"['Whitney Able', 'Scoot McNairy', 'Annalee Jefferies', 'Kevon Kane', 'Fernando Lara']",500000,4242978,26.406001,6.2,94.0,['Vertigo Entertainment'],2010,6.0,"Six years ago NASA discovered the possibility of alien life within our solar system. A probe was launched to collect samples, but crashed upon re-entry over Central America. Soon after, new life forms began to appear and half of Mexico was quarantined as an infected zone. Today, the American and Mexican military still struggle to contain ""the creatures,"" while a journalist agrees to escort a shaken tourist through the infected zone in Mexico to the safety of the U.S. border.",28712289.0,4242978.0
Napoleon Dynamite,['Comedy'],"['underdog', 'brother brother relationship', 'idaho', 'high school', 'chat', 'independent film', 'teenager', 'school dance', 'social outcast', 'aftercreditsstinger']",Jared Hess,"['Jon Heder', 'Aaron Ruell', 'Jon Gries', 'Efren Ramirez', 'Shondrella Avery', 'Haylie Duff', 'Tina Majorino', 'Diedrich Bader', 'Sandy Martin', 'Trevor Snarr', 'Emily Dunn', 'Ellen Dubin', 'Samantha Marsden']",400000,46118097,23.603514,6.7,95.0,"['Paramount Pictures', 'Fox Searchlight Pictures', 'MTV Films', 'Access Films', 'Napoleon Pictures Limited', 'Carnival Films']",2004,6.0,"A listless and alienated teenager decides to help his new friend win the class presidency in their small western high school, while he must deal with his bizarre family life back home.",91199923.2,63158045.0
Paranormal Activity,"['Horror', 'Mystery']","['haunting', 'psychic', 'entity', 'demonic possession', 'found footage']",Oren Peli,"['Katie Featherston', 'Micah Sloat', 'Mark Fredrichs', 'Amber Armstrong', 'Ashley Palmer']",15000,193355800,47.456823,5.9,86.0,"['Blumhouse Productions', 'Solana Films']",2007,9.0,"After a young, middle class couple moves into a suburban 'starter' tract house, they become increasingly disturbed by a presence that may or may not be somehow demonic but is certainly most active in the middle of the night. Especially when they sleep. Or try to.",161150402.8,193355800.0
What Happens in Vegas,"['Comedy', 'Romance']","['casino', 'hotel', 'roommate', 'fictitious marriage', 'romantic comedy', 'rivalry', 'wedding', 'las vegas']",Tom Vaughan,"['Ashton Kutcher', 'Cameron Diaz', 'Lake Bell', 'Queen Latifah', 'Treat Williams', 'Michelle Krusiec', 'Dennis Miller', 'Dennis Farina', 'Jason Sudeikis', 'Zach Galifianakis', 'Rob Corddry', 'Krysten Ritter', 'Billy Eichner', 'Andrew Daly']",35000000,170000000,38.100488,5.8,99.0,"['Twentieth Century Fox Film Corporation', 'Regency Enterprises', 'Mosaic Media Group', '21 Laps Entertainment', 'Penn Station Entertainment', 'Dune Entertainment III']",2008,5.0,"During a wild vacation in Las Vegas, career woman Joy McNally and playboy Jack Fuller come to the sober realization that they have married each other after a night of drunken abandon. They are then compelled, for legal reasons, to live life as a couple for a limited period of time. At stake is a large amount of money.",122185124.57142857,92567146.5
